time_step,time_step_col,antecedent_days,a,b,c,POD,FAR,PPV,score,full_POD,full_FAR,full_PPV,shi_cd,shi_nm,season
1/6,I_15min,4,142.090677,-0.218421,18.619089,0.305556,0.133333,0.523810,0.138713,0.307692,0.135802,0.521739,37,Restinga da Barra,Outono
1/6,I_15min,5,189.175963,-0.322632,9.609853,0.527778,0.293333,0.463415,0.172836,0.512821,0.283951,0.465116,37,Restinga da Barra,Outono
1/6,I_15min,6,124.968755,-0.218421,8.408621,0.527778,0.283784,0.475000,0.179551,0.512821,0.275000,0.476190,37,Restinga da Barra,Outono
1/6,I_15min,7,124.968755,-0.218421,8.408621,0.583333,0.324324,0.466667,0.183934,0.564103,0.312500,0.468085,37,Restinga da Barra,Outono
1/6,I_15min,8,116.407794,-0.270526,20.420937,0.472222,0.205479,0.531250,0.199320,0.461538,0.202532,0.529412,37,Restinga da Barra,Outono
1/6,I_15min,9,124.968755,-0.218421,8.408621,0.666667,0.323944,0.510638,0.230147,0.641026,0.311688,0.510204,37,Restinga da Barra,Outono
1/6,I_15min,10,163.493080,-0.270526,9.609853,0.666667,0.323944,0.510638,0.230147,0.641026,0.311688,0.510204,37,Restinga da Barra,Outono
1/2,I_30min,1,21.608627,-0.062105,3.642603,0.605263,0.378378,0.450980,0.169679,0.571429,0.349398,0.452830,37,Restinga da Barra,Outono
1/2,I_30min,2,63.353159,-0.635263,0.460265,0.500000,0.324324,0.428571,0.144788,0.475000,0.301205,0.431818,37,Restinga da Barra,Outono
1/2,I_30min,3,39.020515,-0.270526,13.135424,0.371429,0.178082,0.500000,0.152642,0.358974,0.170732,0.500000,37,Restinga da Barra,Outono
1/2,I_30min,4,28.585829,-0.062105,6.567712,0.514286,0.319444,0.439024,0.153659,0.487179,0.296296,0.441860,37,Restinga da Barra,Outono
1/2,I_30min,5,160.758517,-0.322632,10.320690,0.485714,0.250000,0.485714,0.176939,0.461538,0.234568,0.486486,37,Restinga da Barra,Outono
1/2,I_30min,6,160.758517,-0.322632,10.320690,0.514286,0.250000,0.500000,0.192857,0.487179,0.225000,0.513514,37,Restinga da Barra,Outono
1/2,I_30min,7,167.714974,-0.322632,10.320690,0.571429,0.291667,0.487805,0.197445,0.538462,0.262500,0.500000,37,Restinga da Barra,Outono
1/2,I_30min,8,139.889145,-0.270526,14.542791,0.485714,0.169014,0.586207,0.236606,0.461538,0.151899,0.600000,37,Restinga da Barra,Outono
1/2,I_30min,9,139.889145,-0.270526,14.542791,0.485714,0.159420,0.607143,0.247885,0.461538,0.142857,0.620690,37,Restinga da Barra,Outono
1/2,I_30min,10,146.845602,-0.166316,10.320690,0.485714,0.159420,0.607143,0.247885,0.461538,0.142857,0.620690,37,Restinga da Barra,Outono
1,I_1h,1,19.050745,-0.322632,8.037884,0.421053,0.189189,0.533333,0.182077,0.404762,0.180723,0.531250,37,Restinga da Barra,Outono
1,I_1h,2,19.050745,-0.322632,8.091465,0.444444,0.229730,0.484848,0.165984,0.425000,0.216867,0.485714,37,Restinga da Barra,Outono
1,I_1h,3,19.050745,-0.270526,8.222781,0.542857,0.260274,0.500000,0.200783,0.512821,0.243902,0.500000,37,Restinga da Barra,Outono
1,I_1h,4,14.417693,-0.426842,12.650432,0.428571,0.166667,0.555556,0.198413,0.410256,0.160494,0.551724,37,Restinga da Barra,Outono
1,I_1h,5,21.367272,-0.218421,8.222781,0.542857,0.250000,0.513514,0.209073,0.512821,0.234568,0.512821,37,Restinga da Barra,Outono
1,I_1h,6,23.683798,-0.218421,7.906520,0.542857,0.236111,0.527778,0.218860,0.512821,0.212500,0.540541,37,Restinga da Barra,Outono
1,I_1h,7,111.711800,-0.374737,7.906520,0.542857,0.263889,0.500000,0.199802,0.512821,0.237500,0.512821,37,Restinga da Barra,Outono
1,I_1h,8,100.129168,-0.270526,7.906520,0.542857,0.197183,0.575758,0.250924,0.512821,0.177215,0.588235,37,Restinga da Barra,Outono
1,I_1h,9,100.129168,-0.270526,7.906520,0.542857,0.188406,0.593750,0.261594,0.512821,0.168831,0.606061,37,Restinga da Barra,Outono
1,I_1h,10,109.395274,-0.218421,7.273998,0.542857,0.202899,0.575758,0.249137,0.512821,0.181818,0.588235,37,Restinga da Barra,Outono
2,I_2h,1,11.447872,-0.374737,4.785865,0.487179,0.171053,0.593750,0.239784,0.452381,0.168675,0.575758,37,Restinga da Barra,Outono
2,I_2h,2,10.063559,-0.843684,4.782134,0.594595,0.289474,0.500000,0.211238,0.550000,0.277108,0.488889,37,Restinga da Barra,Outono
2,I_2h,3,7.294933,-0.322632,7.263233,0.500000,0.160000,0.600000,0.252000,0.461538,0.158537,0.580645,37,Restinga da Barra,Outono
2,I_2h,4,7.294933,-0.322632,7.263233,0.500000,0.148649,0.620690,0.264212,0.461538,0.148148,0.600000,37,Restinga da Barra,Outono
2,I_2h,5,8.679246,-1.000000,7.061476,0.611111,0.202703,0.594595,0.289709,0.564103,0.197531,0.578947,37,Restinga da Barra,Outono
2,I_2h,6,10.063559,-0.478947,7.263233,0.527778,0.148649,0.633333,0.284572,0.487179,0.137500,0.633333,37,Restinga da Barra,Outono
2,I_2h,7,8.679246,-0.687368,7.464989,0.583333,0.243243,0.538462,0.237699,0.538462,0.225000,0.538462,37,Restinga da Barra,Outono
2,I_2h,8,28.059629,-0.270526,7.061476,0.472222,0.123288,0.653846,0.270694,0.435897,0.113924,0.653846,37,Restinga da Barra,Outono
2,I_2h,9,28.059629,-0.270526,7.061476,0.472222,0.112676,0.680000,0.284930,0.435897,0.103896,0.680000,37,Restinga da Barra,Outono
2,I_2h,10,7.294933,-0.166316,7.263233,0.555556,0.183099,0.606061,0.275051,0.512821,0.168831,0.606061,37,Restinga da Barra,Outono
3,I_3h,1,7.763410,-1.000000,3.676079,0.512821,0.211268,0.571429,0.231130,0.476190,0.192771,0.555556,37,Restinga da Barra,Outono
3,I_3h,2,6.695022,-1.000000,3.668078,0.594595,0.295775,0.511628,0.214233,0.550000,0.265060,0.500000,37,Restinga da Barra,Outono
3,I_3h,3,6.695022,-0.322632,4.897234,0.500000,0.185714,0.580645,0.236406,0.461538,0.170732,0.562500,37,Restinga da Barra,Outono
3,I_3h,4,6.695022,-0.322632,4.897234,0.500000,0.173913,0.600000,0.247826,0.461538,0.160494,0.580645,37,Restinga da Barra,Outono
3,I_3h,5,6.695022,-0.322632,4.897234,0.555556,0.188406,0.606061,0.273264,0.512821,0.172840,0.588235,37,Restinga da Barra,Outono
3,I_3h,6,6.695022,-0.322632,4.897234,0.555556,0.191176,0.606061,0.272331,0.512821,0.175000,0.588235,37,Restinga da Barra,Outono
3,I_3h,7,6.695022,-0.322632,4.897234,0.555556,0.235294,0.555556,0.236020,0.512821,0.212500,0.540541,37,Restinga da Barra,Outono
3,I_3h,8,6.695022,-0.270526,4.748833,0.583333,0.223881,0.583333,0.264096,0.538462,0.202532,0.567568,37,Restinga da Barra,Outono
3,I_3h,9,5.626634,-0.322632,5.787640,0.527778,0.169231,0.633333,0.277692,0.487179,0.155844,0.612903,37,Restinga da Barra,Outono
3,I_3h,10,5.626634,-0.322632,5.787640,0.555556,0.184615,0.625000,0.283120,0.512821,0.168831,0.606061,37,Restinga da Barra,Outono
6,I_6h,1,4.093042,-1.000000,2.048430,0.564103,0.200000,0.611111,0.275783,0.523810,0.180723,0.594595,37,Restinga da Barra,Outono
6,I_6h,2,4.093042,-1.000000,2.039473,0.621622,0.242857,0.575000,0.270627,0.575000,0.216867,0.560976,37,Restinga da Barra,Outono
6,I_6h,3,4.093042,-0.426842,2.063020,0.611111,0.246377,0.564103,0.259796,0.564103,0.219512,0.550000,37,Restinga da Barra,Outono
6,I_6h,4,3.438091,-0.374737,2.234938,0.583333,0.279412,0.525000,0.220680,0.538462,0.246914,0.512195,37,Restinga da Barra,Outono
6,I_6h,5,4.093042,-0.270526,2.234938,0.638889,0.264706,0.560976,0.263530,0.589744,0.234568,0.547619,37,Restinga da Barra,Outono
6,I_6h,6,4.093042,-0.270526,2.234938,0.638889,0.253731,0.575000,0.274150,0.589744,0.225000,0.560976,37,Restinga da Barra,Outono
6,I_6h,7,3.438091,-0.166316,2.234938,0.638889,0.268657,0.560976,0.262114,0.589744,0.237500,0.547619,37,Restinga da Barra,Outono
6,I_6h,8,3.438091,-0.166316,2.234938,0.666667,0.257576,0.585366,0.289727,0.615385,0.227848,0.571429,37,Restinga da Barra,Outono
6,I_6h,9,3.438091,-0.166316,2.234938,0.666667,0.250000,0.600000,0.300000,0.615385,0.220779,0.585366,37,Restinga da Barra,Outono
6,I_6h,10,14.572265,-0.218421,2.148979,0.555556,0.171875,0.645161,0.296819,0.512821,0.155844,0.625000,37,Restinga da Barra,Outono
8,I_8h,1,3.188651,-1.000000,1.465066,0.589744,0.225352,0.589744,0.269421,0.547619,0.204819,0.575000,37,Restinga da Barra,Outono
8,I_8h,2,2.678876,-1.000000,1.588724,0.621622,0.281690,0.534884,0.238835,0.575000,0.253012,0.522727,37,Restinga da Barra,Outono
8,I_8h,3,2.678876,-0.322632,1.540076,0.638889,0.271429,0.547619,0.254904,0.589744,0.243902,0.534884,37,Restinga da Barra,Outono
8,I_8h,4,2.678876,-0.270526,1.540076,0.638889,0.333333,0.500000,0.212963,0.589744,0.296296,0.489362,37,Restinga da Barra,Outono
8,I_8h,5,2.678876,-0.218421,1.540076,0.694444,0.333333,0.520833,0.241127,0.641026,0.296296,0.510204,37,Restinga da Barra,Outono
8,I_8h,6,2.678876,-0.218421,1.540076,0.694444,0.323529,0.531915,0.249878,0.641026,0.287500,0.520833,37,Restinga da Barra,Outono
8,I_8h,7,2.678876,-0.218421,1.540076,0.750000,0.382353,0.509434,0.235988,0.692308,0.337500,0.500000,37,Restinga da Barra,Outono
8,I_8h,8,9.815727,-0.218421,1.540076,0.638889,0.238806,0.589744,0.286803,0.589744,0.215190,0.575000,37,Restinga da Barra,Outono
8,I_8h,9,12.364603,-0.270526,1.807915,0.583333,0.184615,0.636364,0.302681,0.538462,0.168831,0.617647,37,Restinga da Barra,Outono
8,I_8h,10,10.835278,-0.218421,1.607036,0.611111,0.215385,0.611111,0.293020,0.564103,0.194805,0.594595,37,Restinga da Barra,Outono
10,I_10h,1,2.733935,-0.895789,1.092501,0.641026,0.257576,0.595238,0.283282,0.595238,0.216867,0.581395,37,Restinga da Barra,Outono
10,I_10h,2,2.733935,-0.218421,1.082264,0.594595,0.272727,0.550000,0.237838,0.550000,0.228916,0.536585,37,Restinga da Barra,Outono
10,I_10h,3,2.297458,-0.426842,1.312062,0.638889,0.276923,0.560976,0.259152,0.589744,0.231707,0.547619,37,Restinga da Barra,Outono
10,I_10h,4,2.297458,-0.270526,1.312062,0.611111,0.312500,0.523810,0.220073,0.564103,0.259259,0.511628,37,Restinga da Barra,Outono
10,I_10h,5,2.297458,-0.218421,1.312062,0.666667,0.328125,0.533333,0.238889,0.615385,0.271605,0.521739,37,Restinga da Barra,Outono
10,I_10h,6,2.297458,-0.218421,1.312062,0.666667,0.317460,0.545455,0.248196,0.615385,0.262500,0.533333,37,Restinga da Barra,Outono
10,I_10h,7,2.297458,-0.166316,1.257393,0.694444,0.349206,0.531915,0.240394,0.641026,0.287500,0.520833,37,Restinga da Barra,Outono
10,I_10h,8,19.756517,-0.270526,1.148055,0.666667,0.225806,0.631579,0.325976,0.615385,0.189873,0.615385,37,Restinga da Barra,Outono
10,I_10h,9,16.701181,-0.270526,1.312062,0.611111,0.183333,0.666667,0.332716,0.564103,0.155844,0.647059,37,Restinga da Barra,Outono
10,I_10h,10,17.137658,-0.270526,1.312062,0.611111,0.200000,0.647059,0.316340,0.564103,0.168831,0.628571,37,Restinga da Barra,Outono
12,I_12h,1,2.008753,-1.000000,1.021634,0.666667,0.278689,0.604651,0.290761,0.619048,0.216867,0.590909,37,Restinga da Barra,Outono
12,I_12h,2,2.008753,-0.947895,1.010389,0.675676,0.344262,0.543478,0.240797,0.625000,0.265060,0.531915,37,Restinga da Barra,Outono
12,I_12h,3,2.008753,-0.374737,0.928027,0.694444,0.350000,0.543478,0.245320,0.641026,0.268293,0.531915,37,Restinga da Barra,Outono
12,I_12h,4,0.864990,-1.000000,1.995257,0.416667,0.152542,0.625000,0.220692,0.384615,0.123457,0.600000,37,Restinga da Barra,Outono
12,I_12h,5,1.246244,-0.583158,1.856053,0.472222,0.186441,0.607143,0.233253,0.435897,0.148148,0.586207,37,Restinga da Barra,Outono
12,I_12h,6,1.246244,-0.583158,1.856053,0.472222,0.172414,0.629630,0.246062,0.435897,0.137500,0.607143,37,Restinga da Barra,Outono
12,I_12h,7,13.065126,-0.270526,0.185605,0.666667,0.362069,0.533333,0.226820,0.615385,0.275000,0.521739,37,Restinga da Barra,Outono
12,I_12h,8,10.015092,-0.166316,0.092803,0.666667,0.263158,0.615385,0.302294,0.615385,0.202532,0.600000,37,Restinga da Barra,Outono
12,I_12h,9,10.015092,-0.218421,1.020829,0.611111,0.200000,0.666667,0.325926,0.564103,0.155844,0.647059,37,Restinga da Barra,Outono
12,I_12h,10,10.396346,-0.218421,1.020829,0.611111,0.218182,0.647059,0.309150,0.564103,0.168831,0.628571,37,Restinga da Barra,Outono
24,I_24h,1,1.008289,-0.739474,0.410451,0.717949,0.311475,0.595745,0.294492,0.666667,0.246914,0.583333,37,Restinga da Barra,Outono
24,I_24h,2,1.008289,-0.270526,0.582770,0.594595,0.262295,0.578947,0.253947,0.550000,0.209877,0.564103,37,Restinga da Barra,Outono
24,I_24h,3,1.008289,-0.270526,0.589458,0.638889,0.300000,0.560976,0.250881,0.589744,0.237500,0.547619,37,Restinga da Barra,Outono
24,I_24h,4,0.327072,-1.000000,1.025144,0.527778,0.220339,0.593750,0.244321,0.487179,0.177215,0.575758,37,Restinga da Barra,Outono
24,I_24h,5,0.781217,-0.218421,0.999515,0.444444,0.135593,0.666667,0.256121,0.410256,0.113924,0.640000,37,Restinga da Barra,Outono
24,I_24h,6,0.327072,-1.000000,1.025144,0.555556,0.206897,0.625000,0.275383,0.512821,0.166667,0.606061,37,Restinga da Barra,Outono
24,I_24h,7,6.912168,-0.270526,0.589458,0.555556,0.206897,0.625000,0.275383,0.512821,0.166667,0.606061,37,Restinga da Barra,Outono
24,I_24h,8,6.912168,-0.270526,0.589458,0.638889,0.192982,0.676471,0.348785,0.589744,0.155844,0.657143,37,Restinga da Barra,Outono
24,I_24h,9,6.912168,-0.270526,0.589458,0.638889,0.181818,0.696970,0.364325,0.589744,0.146667,0.676471,37,Restinga da Barra,Outono
24,I_24h,10,10.091180,-0.270526,0.563829,0.638889,0.181818,0.696970,0.364325,0.589744,0.146667,0.676471,37,Restinga da Barra,Outono
1/6,I_15min,1,51.240517,-0.166316,2.304939,0.266667,0.000000,1.000000,0.266667,0.250000,0.023256,0.800000,37,Restinga da Barra,Inverno
1/6,I_15min,2,37.217297,-0.166316,4.609879,0.400000,0.181818,0.500000,0.163636,0.375000,0.162791,0.461538,37,Restinga da Barra,Inverno
1/6,I_15min,3,37.217297,-0.114211,0.576235,0.400000,0.181818,0.500000,0.163636,0.375000,0.162791,0.461538,37,Restinga da Barra,Inverno
1/6,I_15min,4,55.447483,-0.270526,1.440587,0.466667,0.212121,0.500000,0.183838,0.437500,0.186047,0.466667,37,Restinga da Barra,Inverno
1/6,I_15min,5,51.240517,-0.322632,4.033644,0.533333,0.303030,0.444444,0.165208,0.500000,0.255814,0.421053,37,Restinga da Barra,Inverno
1/6,I_15min,6,65.263737,-0.270526,0.288117,0.533333,0.242424,0.500000,0.202020,0.500000,0.214286,0.470588,37,Restinga da Barra,Inverno
1/6,I_15min,7,31.608010,-0.062105,6.208111,0.285714,0.060606,0.666667,0.178932,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/6,I_15min,8,31.608010,-0.062105,6.208111,0.285714,0.060606,0.666667,0.178932,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/6,I_15min,9,31.608010,-0.062105,6.208111,0.285714,0.060606,0.666667,0.178932,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/6,I_15min,10,31.608010,-0.062105,6.208111,0.285714,0.060606,0.666667,0.178932,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/2,I_30min,1,31.351912,-0.114211,0.221545,0.266667,0.000000,1.000000,0.266667,0.250000,0.023256,0.800000,37,Restinga da Barra,Inverno
1/2,I_30min,2,24.520616,-0.218421,6.867900,0.333333,0.096774,0.625000,0.188172,0.312500,0.093023,0.555556,37,Restinga da Barra,Inverno
1/2,I_30min,3,29.074814,-0.166316,3.101632,0.400000,0.161290,0.545455,0.182991,0.375000,0.139535,0.500000,37,Restinga da Barra,Inverno
1/2,I_30min,4,29.074814,-0.166316,3.101632,0.400000,0.161290,0.545455,0.182991,0.375000,0.139535,0.500000,37,Restinga da Barra,Inverno
1/2,I_30min,5,30.213363,-0.218421,1.329271,0.533333,0.290323,0.470588,0.178115,0.500000,0.232558,0.444444,37,Restinga da Barra,Inverno
1/2,I_30min,6,29.074814,-0.166316,3.101632,0.466667,0.193548,0.538462,0.202647,0.437500,0.166667,0.500000,37,Restinga da Barra,Inverno
1/2,I_30min,7,25.659165,-0.062105,4.099884,0.285714,0.064516,0.666667,0.178187,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/2,I_30min,8,25.659165,-0.062105,4.099884,0.285714,0.064516,0.666667,0.178187,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/2,I_30min,9,26.797715,-0.062105,4.099884,0.285714,0.064516,0.666667,0.178187,0.266667,0.071429,0.571429,37,Restinga da Barra,Inverno
1/2,I_30min,10,37.044660,-0.062105,3.188799,0.214286,0.032258,0.750000,0.155530,0.200000,0.047619,0.600000,37,Restinga da Barra,Inverno
1,I_1h,1,23.003303,-0.114211,0.000000,0.333333,0.000000,1.000000,0.333333,0.312500,0.023256,0.833333,37,Restinga da Barra,Inverno
1,I_1h,2,12.968741,-0.270526,5.345932,0.400000,0.117647,0.600000,0.211765,0.375000,0.116279,0.545455,37,Restinga da Barra,Inverno
1,I_1h,3,20.494663,-0.114211,1.133985,0.400000,0.088235,0.666667,0.243137,0.375000,0.093023,0.600000,37,Restinga da Barra,Inverno
1,I_1h,4,24.675730,-0.270526,0.647992,0.533333,0.205882,0.533333,0.225882,0.500000,0.186047,0.500000,37,Restinga da Barra,Inverno
1,I_1h,5,24.675730,-0.270526,0.647992,0.600000,0.235294,0.529412,0.242907,0.562500,0.209302,0.500000,37,Restinga da Barra,Inverno
1,I_1h,6,32.201652,-0.322632,0.971988,0.600000,0.235294,0.529412,0.242907,0.562500,0.214286,0.500000,37,Restinga da Barra,Inverno
1,I_1h,7,12.968741,-0.114211,4.952949,0.428571,0.117647,0.600000,0.226891,0.400000,0.119048,0.545455,37,Restinga da Barra,Inverno
1,I_1h,8,12.968741,-0.114211,4.952949,0.428571,0.117647,0.600000,0.226891,0.400000,0.119048,0.545455,37,Restinga da Barra,Inverno
1,I_1h,9,12.968741,-0.114211,4.952949,0.428571,0.117647,0.600000,0.226891,0.400000,0.119048,0.545455,37,Restinga da Barra,Inverno
1,I_1h,10,16.313595,-0.114211,3.962359,0.428571,0.117647,0.600000,0.226891,0.400000,0.119048,0.545455,37,Restinga da Barra,Inverno
2,I_2h,1,16.883464,-0.114211,0.661647,0.266667,0.000000,1.000000,0.266667,0.250000,0.023256,0.800000,37,Restinga da Barra,Inverno
2,I_2h,2,5.608268,-0.635263,4.080156,0.533333,0.162162,0.571429,0.255341,0.500000,0.162791,0.533333,37,Restinga da Barra,Inverno
2,I_2h,3,5.608268,-0.374737,4.080156,0.533333,0.135135,0.615385,0.283853,0.500000,0.139535,0.571429,37,Restinga da Barra,Inverno
2,I_2h,4,9.762288,-0.270526,2.646588,0.533333,0.135135,0.615385,0.283853,0.500000,0.139535,0.571429,37,Restinga da Barra,Inverno
2,I_2h,5,10.949150,-0.322632,2.977411,0.600000,0.135135,0.642857,0.333591,0.562500,0.139535,0.600000,37,Restinga da Barra,Inverno
2,I_2h,6,10.949150,-0.322632,2.977411,0.600000,0.135135,0.642857,0.333591,0.562500,0.142857,0.600000,37,Restinga da Barra,Inverno
2,I_2h,7,10.949150,-0.322632,2.998971,0.571429,0.135135,0.615385,0.304128,0.533333,0.142857,0.571429,37,Restinga da Barra,Inverno
2,I_2h,8,10.949150,-0.322632,2.998971,0.571429,0.135135,0.615385,0.304128,0.533333,0.142857,0.571429,37,Restinga da Barra,Inverno
2,I_2h,9,10.949150,-0.322632,2.998971,0.571429,0.162162,0.571429,0.273580,0.533333,0.166667,0.533333,37,Restinga da Barra,Inverno
2,I_2h,10,12.729444,-0.322632,3.998628,0.500000,0.135135,0.583333,0.252252,0.466667,0.142857,0.538462,37,Restinga da Barra,Inverno
3,I_3h,1,1.662918,-1.000000,2.935616,0.800000,0.263158,0.545455,0.321531,0.750000,0.255814,0.521739,37,Restinga da Barra,Inverno
3,I_3h,2,1.662918,-1.000000,2.935616,0.800000,0.263158,0.545455,0.321531,0.750000,0.255814,0.521739,37,Restinga da Barra,Inverno
3,I_3h,3,2.146488,-1.000000,2.935616,0.800000,0.263158,0.545455,0.321531,0.750000,0.255814,0.521739,37,Restinga da Barra,Inverno
3,I_3h,4,4.564342,-0.270526,3.380407,0.533333,0.105263,0.666667,0.318129,0.500000,0.116279,0.615385,37,Restinga da Barra,Inverno
3,I_3h,5,21.489317,-0.531053,2.757700,0.600000,0.131579,0.642857,0.334962,0.562500,0.139535,0.600000,37,Restinga da Barra,Inverno
3,I_3h,6,4.564342,-0.322632,3.469365,0.533333,0.105263,0.666667,0.318129,0.500000,0.119048,0.615385,37,Restinga da Barra,Inverno
3,I_3h,7,4.564342,-0.322632,3.464549,0.500000,0.105263,0.636364,0.284689,0.466667,0.119048,0.583333,37,Restinga da Barra,Inverno
3,I_3h,8,4.564342,-0.322632,3.553384,0.500000,0.105263,0.636364,0.284689,0.466667,0.119048,0.583333,37,Restinga da Barra,Inverno
3,I_3h,9,3.113630,-0.947895,2.931542,0.785714,0.289474,0.500000,0.279135,0.733333,0.285714,0.478261,37,Restinga da Barra,Inverno
3,I_3h,10,3.597201,-0.270526,3.553384,0.500000,0.131579,0.583333,0.253289,0.466667,0.142857,0.538462,37,Restinga da Barra,Inverno
6,I_6h,1,0.607782,-0.374737,2.292182,0.533333,0.100000,0.666667,0.320000,0.500000,0.116279,0.615385,37,Restinga da Barra,Inverno
6,I_6h,2,1.099414,-0.270526,2.612021,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
6,I_6h,3,1.099414,-0.270526,2.612021,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
6,I_6h,4,1.099414,-0.270526,2.612021,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
6,I_6h,5,1.836862,-0.635263,2.398795,0.533333,0.075000,0.727273,0.358788,0.500000,0.093023,0.666667,37,Restinga da Barra,Inverno
6,I_6h,6,1.836862,-0.635263,2.398795,0.533333,0.075000,0.727273,0.358788,0.500000,0.095238,0.666667,37,Restinga da Barra,Inverno
6,I_6h,7,1.836862,-0.583158,2.374032,0.500000,0.075000,0.700000,0.323750,0.466667,0.095238,0.636364,37,Restinga da Barra,Inverno
6,I_6h,8,1.836862,-0.583158,2.374032,0.500000,0.075000,0.700000,0.323750,0.466667,0.095238,0.636364,37,Restinga da Barra,Inverno
6,I_6h,9,1.345230,-0.114211,2.585057,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
6,I_6h,10,1.836862,-0.583158,2.374032,0.500000,0.100000,0.636364,0.286364,0.466667,0.119048,0.583333,37,Restinga da Barra,Inverno
8,I_8h,1,0.512246,-0.583158,1.820055,0.533333,0.100000,0.666667,0.320000,0.500000,0.116279,0.615385,37,Restinga da Barra,Inverno
8,I_8h,2,1.125826,-0.531053,1.950059,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
8,I_8h,3,1.125826,-0.322632,1.950059,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
8,I_8h,4,1.125826,-0.322632,1.950059,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
8,I_8h,5,1.125826,-0.739474,2.123398,0.466667,0.050000,0.777778,0.344815,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
8,I_8h,6,1.125826,-0.739474,2.123398,0.466667,0.050000,0.777778,0.344815,0.437500,0.071429,0.700000,37,Restinga da Barra,Inverno
8,I_8h,7,1.125826,-0.635263,2.106532,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
8,I_8h,8,4.398253,-0.791579,1.418685,0.642857,0.150000,0.600000,0.327857,0.600000,0.166667,0.562500,37,Restinga da Barra,Inverno
8,I_8h,9,1.125826,-0.218421,2.106532,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
8,I_8h,10,1.125826,-0.062105,2.063542,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
10,I_10h,1,1.690612,-1.000000,1.462087,0.400000,0.024390,0.857143,0.334495,0.375000,0.046512,0.750000,37,Restinga da Barra,Inverno
10,I_10h,2,1.690612,-1.000000,1.462087,0.466667,0.048780,0.777778,0.345257,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
10,I_10h,3,1.690612,-1.000000,1.462087,0.466667,0.048780,0.777778,0.345257,0.437500,0.069767,0.700000,37,Restinga da Barra,Inverno
10,I_10h,4,0.453469,-0.322632,1.747372,0.466667,0.073171,0.700000,0.302764,0.437500,0.093023,0.636364,37,Restinga da Barra,Inverno
10,I_10h,5,2.220816,-0.687368,1.176802,0.666667,0.146341,0.625000,0.355691,0.625000,0.162791,0.588235,37,Restinga da Barra,Inverno
10,I_10h,6,2.220816,-0.687368,1.176802,0.666667,0.150000,0.625000,0.354167,0.625000,0.166667,0.588235,37,Restinga da Barra,Inverno
10,I_10h,7,1.867347,-0.635263,1.168514,0.642857,0.150000,0.600000,0.327857,0.600000,0.166667,0.562500,37,Restinga da Barra,Inverno
10,I_10h,8,1.867347,-0.635263,1.168514,0.642857,0.150000,0.600000,0.327857,0.600000,0.166667,0.562500,37,Restinga da Barra,Inverno
10,I_10h,9,0.806939,-0.218421,1.735067,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
10,I_10h,10,0.806939,-0.062105,1.735067,0.428571,0.050000,0.750000,0.305357,0.400000,0.071429,0.666667,37,Restinga da Barra,Inverno
12,I_12h,1,1.372962,-0.947895,1.219115,0.357143,0.025000,0.833333,0.290179,0.375000,0.046512,0.750000,37,Restinga da Barra,Inverno
12,I_12h,2,4.809960,-0.947895,1.190089,0.428571,0.025000,0.857143,0.358163,0.437500,0.046512,0.777778,37,Restinga da Barra,Inverno
12,I_12h,3,1.627555,-0.583158,0.928850,0.571429,0.125000,0.615385,0.307692,0.562500,0.139535,0.600000,37,Restinga da Barra,Inverno
12,I_12h,4,4.937256,-0.583158,0.899823,0.571429,0.125000,0.615385,0.307692,0.562500,0.139535,0.600000,37,Restinga da Barra,Inverno
12,I_12h,5,4.937256,-0.583158,0.899823,0.642857,0.150000,0.600000,0.327857,0.625000,0.162791,0.588235,37,Restinga da Barra,Inverno
12,I_12h,6,4.937256,-0.583158,0.899823,0.642857,0.153846,0.600000,0.326374,0.625000,0.166667,0.588235,37,Restinga da Barra,Inverno
